Mês,Receita,Valor
receitas_marco_2018.csv,CONVÊNIO PMC, 0.00
receitas_marco_2018.csv,ESTACIONAMENTO ROTATIVO, 16740.00
receitas_marco_2018.csv,MULTAS DE TRÂNSITO, 236650.86
receitas_marco_2018.csv,MULTAS DE TRANSPORTES, 4550.50
receitas_marco_2018.csv,OUTRAS RECEITAS, 24946.59
receitas_marco_2018.csv,PÁTIO DE VEÍCULOS, 12597.79
receitas_marco_2018.csv,RECEITAS FINANCEIRAS, 0.00
receitas_marco_2018.csv,TAXA DE GERENCIAMENTO INTERCAMP, 59470.92
receitas_marco_2018.csv,TAXA DE TAXI, 2288.66
receitas_marco_2018.csv,VISTORIA DE VEÍCULOS, 509.50
receitas_marco_2018.csv,Dia: 24/03/2018,
receitas_marco_2018.csv,Descrição da Receita,Realizado
receitas_marco_2018.csv,CONVÊNIO PMC, 0.00
receitas_marco_2018.csv,ESTACIONAMENTO ROTATIVO, 0.00
receitas_marco_2018.csv,MULTAS DE TRÂNSITO, 0.00
receitas_marco_2018.csv,MULTAS DE TRANSPORTES, 0.00
receitas_marco_2018.csv,OUTRAS RECEITAS, 0.00
receitas_marco_2018.csv,PÁTIO DE VEÍCULOS, 0.00
receitas_marco_2018.csv,RECEITAS FINANCEIRAS, 0.00
receitas_marco_2018.csv,TAXA DE GERENCIAMENTO INTERCAMP, 0.00
receitas_marco_2018.csv,TAXA DE TAXI, 0.00
receitas_marco_2018.csv,VISTORIA DE VEÍCULOS, 0.00
receitas_marco_2018.csv,Dia: 25/03/2018,
receitas_marco_2018.csv,Descrição da Receita,Realizado
receitas_marco_2018.csv,CONVÊNIO PMC, 0.00
receitas_marco_2018.csv,ESTACIONAMENTO ROTATIVO, 0.00
receitas_marco_2018.csv,MULTAS DE TRÂNSITO, 0.00
receitas_marco_2018.csv,MULTAS DE TRANSPORTES, 0.00
receitas_marco_2018.csv,OUTRAS RECEITAS, 0.00
receitas_marco_2018.csv,PÁTIO DE VEÍCULOS, 0.00
receitas_marco_2018.csv,RECEITAS FINANCEIRAS, 0.00
receitas_marco_2018.csv,TAXA DE GERENCIAMENTO INTERCAMP, 0.00
receitas_marco_2018.csv,TAXA DE TAXI, 0.00
receitas_marco_2018.csv,VISTORIA DE VEÍCULOS, 0.00
receitas_marco_2018.csv,Dia: 26/03/2018,
receitas_marco_2018.csv,Descrição da Receita,Realizado
receitas_marco_2018.csv,CONVÊNIO PMC, 0.00
receitas_marco_2018.csv,ESTACIONAMENTO ROTATIVO, 6980.00
receitas_marco_2018.csv,MULTAS DE TRÂNSITO, 217799.23
receitas_marco_2018.csv,MULTAS DE TRANSPORTES, 2158.36
receitas_marco_2018.csv,OUTRAS RECEITAS, 149.27
receitas_marco_2018.csv,PÁTIO DE VEÍCULOS, 28717.39
receitas_marco_2018.csv,RECEITAS FINANCEIRAS, 0.00
receitas_marco_2018.csv,TAXA DE GERENCIAMENTO INTERCAMP, 32322.75
receitas_marco_2018.csv,TAXA DE TAXI, 2766.74
receitas_marco_2018.csv,VISTORIA DE VEÍCULOS, 399.61
receitas_marco_2018.csv,Dia: 27/03/2018,
receitas_marco_2018.csv,Descrição da Receita,Realizado
receitas_marco_2018.csv,CONVÊNIO PMC, 0.00
receitas_marco_2018.csv,ESTACIONAMENTO ROTATIVO, 2952.00
receitas_marco_2018.csv,MULTAS DE TRÂNSITO, 243841.31
receitas_marco_2018.csv,MULTAS DE TRANSPORTES, 2482.89
receitas_marco_2018.csv,OUTRAS RECEITAS, 96848.43
receitas_marco_2018.csv,PÁTIO DE VEÍCULOS, 31626.58
receitas_marco_2018.csv,RECEITAS FINANCEIRAS, 0.00
receitas_marco_2018.csv,TAXA DE GERENCIAMENTO INTERCAMP, 32780.24
receitas_marco_2018.csv,TAXA DE TAXI, 1359.66
receitas_marco_2018.csv,VISTORIA DE VEÍCULOS, 170.88
receitas_marco_2018.csv,Dia: 28/03/2018,
receitas_marco_2018.csv,Descrição da Receita,Realizado
receitas_marco_2018.csv,CONVÊNIO PMC, 0.00
receitas_marco_2018.csv,ESTACIONAMENTO ROTATIVO, 4832.00
receitas_marco_2018.csv,MULTAS DE TRÂNSITO, 206225.87
receitas_marco_2018.csv,MULTAS DE TRANSPORTES, 2762.39
receitas_marco_2018.csv,OUTRAS RECEITAS, 253.36
receitas_marco_2018.csv,PÁTIO DE VEÍCULOS, 29594.76
receitas_marco_2018.csv,RECEITAS FINANCEIRAS, 0.00
receitas_marco_2018.csv,TAXA DE GERENCIAMENTO INTERCAMP, 33380.92
receitas_marco_2018.csv,TAXA DE TAXI, 912.09
receitas_marco_2018.csv,VISTORIA DE VEÍCULOS, 747.48
receitas_marco_2018.csv,Dia: 29/03/2018,
receitas_marco_2018.csv,Descrição da Receita,Realizado
receitas_marco_2018.csv,CONVÊNIO PMC, 1500000.00
receitas_marco_2018.csv,ESTACIONAMENTO ROTATIVO, 8772.00
receitas_marco_2018.csv,MULTAS DE TRÂNSITO, 225047.53
receitas_marco_2018.csv,MULTAS DE TRANSPORTES, 2458.92
receitas_marco_2018.csv,OUTRAS RECEITAS, 176.56
receitas_marco_2018.csv,PÁTIO DE VEÍCULOS, 39854.02
receitas_marco_2018.csv,RECEITAS FINANCEIRAS, 0.00
receitas_marco_2018.csv,TAXA DE GERENCIAMENTO INTERCAMP, 33009.45
receitas_marco_2018.csv,TAXA DE TAXI, 2477.70
receitas_marco_2018.csv,VISTORIA DE VEÍCULOS, 6739.13
receitas_marco_2018.csv,Dia: 30/03/2018,
receitas_marco_2018.csv,Descrição da Receita,Realizado
receitas_marco_2018.csv,CONVÊNIO PMC, 0.00
receitas_marco_2018.csv,ESTACIONAMENTO ROTATIVO, 0.00
receitas_marco_2018.csv,MULTAS DE TRÂNSITO, 0.00
receitas_marco_2018.csv,MULTAS DE TRANSPORTES, 0.00
receitas_marco_2018.csv,OUTRAS RECEITAS, 0.00
receitas_marco_2018.csv,PÁTIO DE VEÍCULOS, 0.00
receitas_marco_2018.csv,RECEITAS FINANCEIRAS, 0.00
receitas_marco_2018.csv,TAXA DE GERENCIAMENTO INTERCAMP, 0.00
receitas_marco_2018.csv,TAXA DE TAXI, 0.00
receitas_marco_2018.csv,VISTORIA DE VEÍCULOS, 0.00
receitas_marco_2018.csv,Dia: 31/03/2018,
receitas_marco_2018.csv,Descrição da Receita,Realizado
receitas_marco_2018.csv,CONVÊNIO PMC, 0.00
receitas_marco_2018.csv,ESTACIONAMENTO ROTATIVO, 0.00
receitas_marco_2018.csv,MULTAS DE TRÂNSITO, 0.00
receitas_marco_2018.csv,MULTAS DE TRANSPORTES, 0.00
receitas_marco_2018.csv,OUTRAS RECEITAS, 0.00
receitas_marco_2018.csv,PÁTIO DE VEÍCULOS, 0.00
receitas_marco_2018.csv,RECEITAS FINANCEIRAS, 0.00
receitas_marco_2018.csv,TAXA DE GERENCIAMENTO INTERCAMP, 0.00
receitas_marco_2018.csv,TAXA DE TAXI, 0.00
receitas_marco_2018.csv,VISTORIA DE VEÍCULOS, 0.00
